Start_str	End_str	Rmag_avg(Re)	x_avg(Re)	y_avg(Re)	z_avg(Re)	Clang_avg	IMFBx_avg(nT)	IMFBy_avg(nT)	IMFBz_avg(nT)	Jx_avg(uA/m2)	Jy_avg	Jz_avg	Jmag_avg	divB_avg	Jx_med(uA/m2)	Jy_med	Jz_med	Jmag_med	divB_med	Jx_std(uA/m2)	Jy_std	Jz_std	Jmag_std	divB_std	mms1Bx_avg(nT)	mms1By_avg	mms1Bz_avg	mms1Bmag_avg	mms1Bx_med(nT)	mms1By_med	mms1Bz_med	mms1Bmag_med	mms1Bx_std(nT)	mms1By_std	mms1Bz_std	mms1Bmag_std
2015-09-07 18:00:00	2015-09-07 18:10:00	11.796125887331504	1.5339188147677312	10.86867773482499	-4.32033032398557	160.846	2.332	3.052	-8.747	-0.0246756020060886	0.0227452298033107	0.0100419225840301	0.1317773792000831	-0.0005706990098262	-0.0454734983466609	0.0213046613182773	0.0143460288891349	0.125987914194945	-0.0022649383800363	0.0876348592999419	0.0632164804435907	0.0771415986887022	0.038585121043658	0.0266193326751372	-15.841493	8.799699	-9.375467	30.577541	-18.179903	7.7974615	-9.252498	29.450115	15.8316765	13.359685	14.021741	10.345686
2015-09-07 21:35:00	2015-09-07 21:45:00	10.247506255423998	-0.6001177059885602	9.78335673009362	-2.9891929305441454	138.076	0.625	5.763	-6.388	-0.0009658331340484	0.0233852478198023	0.0233804186885191	0.095044182977988	0.0280785447081311	-0.0469023835379943	0.0363558754203192	0.0312979766732997	0.0933259522655847	0.0240882875799367	0.0784844545470463	0.0326426344912908	0.0301091036543505	0.0138909763617037	0.0090106987135192	-38.3828	41.014904	23.414122	61.387623	-37.012863	45.90536	24.612396	62.478767	3.179445	7.503583	1.9617215	2.346004
2015-09-08 00:15:00	2015-09-08 00:25:00	7.853809678527704	-2.102201486526638	7.154763226409109	-2.463518479564707	150.184	-0.043	4.732	-8.205	-0.036998787522231	0.0636542149324702	-0.0035612606010456	0.0737119524490627	-0.0008229635574984	-0.036998787522231	0.0636542149324702	-0.0035612606010456	0.0737119524490627	-0.0008229635574984	0.0	0.0	0.0	0.0	0.0	-53.862923	109.94381	-3.185269	122.470406	-53.862923	109.94381	-3.185269	122.470406	0.0	0.0	0.0	0.0
2015-09-09 08:20:00	2015-09-09 08:30:00	8.403030546650156	5.298063878150283	5.736988722194263	-3.102450256514333	172.124	1.098	1.352	-9.778	0.006782767286934	0.0209499084305743	-0.0146475816694576	0.1283755618568872	0.0011508259397591	-0.0067049351112703	0.0581773983575302	-0.0100545625881405	0.1162154396760619	0.0038457790634045	0.0514678600575045	0.1119063803645564	0.0495556230576805	0.0429756875900859	0.0236771960013105	9.180462	48.3342	-1.591745	52.14873	10.368103	49.252785	-2.140951	53.29237	12.078975	6.9816055	12.301302	7.0346565
2015-09-09 08:50:00	2015-09-09 09:00:00	8.902512789042335	5.305761108542851	6.217364954820231	-3.527773006359768	169.917	1.607	1.658	-9.337	-0.010018900244638	0.0101282877321474	0.0216207768811644	0.2003048933616372	-0.0038892421435946	0.0057956705195593	0.0186100403622312	0.0142853433335986	0.1825167322947223	-0.0049195096832312	0.1200513585762736	0.1383333256638689	0.1033914177288382	0.0691851950061542	0.056028729693351	-9.375215	19.5607	-7.44935	35.769726	-6.727551	19.476456	-9.381354	35.079063	16.118732	19.025793	16.207	11.445356
2015-09-09 09:20:00	2015-09-09 09:30:00	9.354686798095324	5.2761778153232095	6.65438828202478	-3.922846420565364	166.64	1.998	2.092	-8.793	-0.0073811527616071	0.0188853064703512	0.0126759858336111	0.1081204521947913	-0.0075798978896437	-0.0143805234870858	0.0573782399145594	0.0167025625668533	0.1036713282892658	-0.0025311019665883	0.0476688565539204	0.0774903650892	0.057238429957102	0.0208590287738153	0.0213857845578042	-9.375592	6.5823364	-44.346733	46.82587	-9.094914	7.103667	-44.93819	45.389553	5.3299904	8.622111	8.564152	9.016335
2015-09-09 09:50:00	2015-09-09 10:00:00	9.76333714319644	5.21469259693824	7.055417801455111	-4.283523784209309	166.093	2.157	2.122	-8.583	0.0138960451480792	-0.0245968900759442	0.0156812547681687	0.1243148768627628	-0.0075408933085331	0.0287247918930362	-0.0768281794003103	-0.0096662091396547	0.099893909834595	-0.0008791583661947	0.0680897020687247	0.0940015248390095	0.0773958816542303	0.0710804959941058	0.03269485405714	-6.758898	4.0017056	-37.563385	39.0628	-6.8189106	4.3939734	-33.11824	35.726254	5.47193	4.344672	10.357223	10.1435795
2015-09-09 10:20:00	2015-09-09 10:30:00	10.131517306749783	5.125507440048999	7.426828685538404	-4.606193396660079	169.194	0.982	1.72	-9.01	0.0485503632056098	-0.0417923334395682	-0.0042375560058783	0.0751437307949	-0.0063786496005283	0.0412650600127107	-0.0628849598175497	0.0001420743655585	0.0753242605216939	-0.0054738654498267	0.0163005603059596	0.0343246270190603	0.0090997693848462	0.0013444679209461	0.0018417340047851	-6.2725053	0.6995938	-31.88537	32.551502	-6.1696854	-0.18213107	-31.9008	32.973984	1.3347731	1.2832142	1.5260707	1.63322
2015-09-09 10:50:00	2015-09-09 11:00:00	10.46171803035689	5.011980991147343	7.774004973391555	-4.887801036518343	177.76	0.242	0.355	-8.947	0.0087363291608486	-0.0478769857179328	0.0047301655470894	0.0754936520740461	-0.0013938579737525	0.0317556886969523	-0.0413476681131229	0.0117257740560417	0.0743275433373078	-0.0029929668561258	0.0533937309912279	0.0167771696839219	0.0134471316650231	0.0021912218168828	0.0049864833408874	-2.7547903	-1.2378789	-32.869896	33.229618	-4.3786416	0.2688783	-29.836046	30.156832	2.5854146	2.7429066	4.9522653	4.906791
2015-09-09 11:20:00	2015-09-09 11:30:00	10.7559869269819	4.876850911950534	8.101315548947627	-5.1258711920981535	196.894	-0.63	-2.632	-8.548	-0.0267152134198255	-0.0019555446572811	0.0049631428810479	0.1201046306669299	0.0196442484864384	-0.0267152134198255	-0.0019555446572811	0.0049631428810479	0.1201046306669299	0.0196442484864384	0.0262144968678434	0.0509956550060663	0.1023739189877072	0.0092311010732761	0.0179635562059604	3.6928265	-11.65242	-31.548801	34.565033	3.6928265	-11.65242	-31.548801	34.565033	4.230468	5.259495	2.1261454	0.2844181
2015-09-09 12:30:00	2015-09-09 12:40:00	11.311838206108868	4.489621687602759	8.804491519882278	-5.502753776595676	214.158	-0.892	-4.655	-6.85	0.0129393827540099	0.0060767034952624	0.0045698358169663	0.1005382363037283	-0.0027704246903811	0.026479998586983	-0.0108550021193737	0.0517936312549333	0.084220268534234	-0.0015147688329237	0.0550435681092409	0.0621521287398017	0.0699009027324031	0.0435444381252558	0.0112054398092902	6.996167	-20.99428	-10.401112	33.947662	7.6709347	-31.581156	-21.656717	38.961464	3.2660558	19.066532	17.395456	11.056546
2015-09-09 13:00:00	2015-09-09 13:10:00	11.49699469335704	4.297002503493008	9.083662407832954	-5.585882622021024	199.623	-1.145	-2.77	-7.708	-0.015242808363039	0.0219498573856418	0.0371593098372151	0.1302558173335232	0.0057444352496651	-0.0096737008457992	0.0206427270692153	0.0391666994156174	0.1400442508089711	-0.0022985597425563	0.0625680346806675	0.0657847079449557	0.095613523262439	0.0501269228883805	0.0278957618812511	-10.279148	-14.594417	-26.181606	33.460293	-10.698951	-17.283344	-27.351748	35.271664	4.3130584	10.043024	6.0337996	6.35726
2015-09-09 13:30:00	2015-09-09 13:40:00	11.651684252965728	4.090432174744525	9.349770866425835	-5.622291975547566	203.599	-1.252	-3.315	-7.613	-0.0367233685992294	0.0163364374075169	0.0017114561819576	0.1198573087314074	0.0004837342759326	-0.0286318733147113	0.0424696613671514	-0.0003545372017371	0.1155051009977959	0.0036506600531546	0.0610312152614953	0.0795417456934467	0.0600498117212804	0.0301714773650312	0.0131325218597673	-5.289905	-15.33629	-14.658906	27.046228	-3.92026	-21.1556	-15.391991	26.55915	7.4193177	14.61752	7.4590116	8.4217
2015-09-09 14:00:00	2015-09-09 14:10:00	11.77661697259174	3.871096142496871	9.601689961466926	-5.613290818949641	200.222	-1.442	-2.655	-7.208	-0.0525138464323758	0.0168329000167043	-0.0194858382434947	0.1614549936617443	-0.0043490424552946	-0.0414406790138362	0.0285297162707977	-0.0274041381566292	0.1463808027608292	-0.0044646380880242	0.0784979985075963	0.0991223580064288	0.0992661135507024	0.0565152406855661	0.0328711760597551	4.0684853	-3.0134258	1.146328	21.106447	3.412506	-2.899815	0.76530176	19.656242	9.161441	15.216821	14.112194	9.80321
2015-09-09 14:30:00	2015-09-09 14:40:00	11.872348721125634	3.640049887949576	9.837436628578416	-5.561076893397496	197.819	-1.503	-2.343	-7.277	-0.0544201049825667	0.0285558225042396	-0.0098091947973364	0.1874982790152717	0.0054009951540957	-0.0571727203461908	0.0335557799650243	-0.0282630127559574	0.1583504328630797	0.0056577736041477	0.0868827789801213	0.1222699532444159	0.1169253655427205	0.0699120758602527	0.040064245752878	2.3614843	-5.2645526	-1.8730346	27.543627	1.1520569	-9.575105	3.9389744	25.866173	11.805992	18.604542	17.838882	9.049042
