Start_str	End_str	Rmag_avg(Re)	x_avg(Re)	y_avg(Re)	z_avg(Re)	Clang_avg	gseIMFBx_avg(nT)	gseIMFBy_avg(nT)	gseIMFBz_avg(nT)	Shock_Ang(deg)	Jx_avg(uA/m2)	Jy_avg	Jz_avg	Jmag_avg	divB_avg	Jx_med(uA/m2)	Jy_med	Jz_med	Jmag_med	divB_med	Jx_std(uA/m2)	Jy_std	Jz_std	Jmag_std	divB_std	mms1Bx_avg(nT)	mms1By_avg	mms1Bz_avg	mms1Bmag_avg	mms1Bx_med(nT)	mms1By_med	mms1Bz_med	mms1Bmag_med	mms1Bx_std(nT)	mms1By_std	mms1Bz_std	mms1Bmag_std
2015-10-21 13:25:00	2015-10-21 13:35:00	11.74555642296731	8.477973194439672	6.783786849185663	-4.478906400334896	346.319	0.27	-6.618	7.393	87.005	-0.0026236344169096	0.0025764571009159	0.0056524741034063	0.0942190866897354	-0.0005287055710675	-0.0079340819049359	0.0019274130214955	0.011599082012627	0.0901837301601528	-0.0010243805638212	0.0430330736315633	0.0550546203315916	0.0660758416812677	0.020423252814169	0.0063753741218989	16.226461	-7.5235534	40.9952	44.956562	16.198833	-7.788599	41.74594	45.219357	2.8304317	3.855715	4.2421894	4.5044436
2015-10-26 08:25:00	2015-10-26 08:35:00	11.703086153617862	10.379832923326909	4.4368309576990015	-3.0877684498954068	351.388	-4.75	-2.372	3.09	46.952	0.0005012157024579	0.0004282466889908	0.0081545341477627	0.104323361001323	0.0004956620074016	0.0024349762006409	0.0018898084967243	0.0590286826968925	0.0962669192901999	0.0007870340559392	0.0438122113351317	0.0444904842235437	0.0887026750309748	0.030832531442164	0.0101821065981951	11.140816	-0.95723766	28.686445	31.075813	11.617051	-0.7959984	29.862118	32.612995	2.6207693	3.7773821	5.5785317	5.873437
2015-10-30 07:05:00	2015-10-30 07:15:00	11.419287200928856	10.629107380868094	3.491781702570529	-2.28649585259825	345.359	-4.187	-3.82	4.788	51.729	-0.0017732145367924	-0.012052906813387	-0.00140101876027	0.0992587408623045	-0.0002758742860186	-0.0004883709230587	-0.0134329980110331	-0.0217267777844599	0.0949529103735346	-0.0003294389185485	0.029543251487452	0.0415114245938186	0.0886259022381277	0.0273611895981056	0.0119493487791704	6.5959153	2.3344355	34.86125	35.838	6.487918	1.940779	34.876183	35.759468	1.8255265	4.111702	1.9934012	2.0279305
2015-11-20 06:15:00	2015-11-20 06:25:00	11.840335243101132	11.746847834477911	0.9425260989061996	-1.1469471461821206	318.92	-2.14	-6.355	3.857	81.292	-0.0133603501585723	0.0030236475020457	-0.0263809688503652	0.1118955072133023	-0.0011082268089075	-0.0197304603439554	-0.0050261037574402	-0.0499872996029512	0.092679847102144	-0.002129357597552	0.0297906166322839	0.0715612333987343	0.089396436847472	0.0486128200112061	0.0104851804433873	3.2094336	-22.988438	28.792593	37.55804	3.4704213	-23.759293	29.449139	38.03247	1.8664176	6.2478843	3.7663484	3.72565
2015-11-28 08:30:00	2015-11-28 08:40:00	11.91602532059511	11.791680154776431	1.0228173451906988	-1.378585940117864	316.505	4.597	-8.813	4.575	71.547	-0.0019486884976958	-0.0140810638844285	-0.0025992571641161	0.1203501364617917	0.00034271455721	-0.0047020681893668	-0.0109746373858955	-0.0107344185748077	0.1061989592883669	-0.0003203272404501	0.0411555605015748	0.0937796255711557	0.080826665751011	0.0524025072616029	0.0155019463939566	7.6005244	-27.516266	24.163202	38.801575	7.3183775	-26.56858	25.80814	38.871994	2.3023722	5.9063454	8.413099	2.0437675
2015-11-29 01:05:00	2015-11-29 01:15:00	9.910701367629288	9.55773540041992	-2.5720638831580582	-0.5042578194233802	350.019	6.242	-1.613	8.232	55.195	0.0012033865742814	-4.356040460564546e-05	0.0178615440935478	0.1642116124674201	0.004409156442305	0.0026309076642884	-0.0025175124596135	0.0764718884957391	0.1535675904968299	0.0047519847266754	0.059217337806573	0.0627920161937599	0.1468583456292678	0.0487025173944046	0.019763475555114	12.605753	-10.05617	65.43202	68.27592	12.28329	-11.707237	65.75379	68.35842	3.571032	10.269369	3.442758	3.137597
2015-11-29 07:10:00	2015-11-29 07:20:00	12.01941248752496	11.96848096388289	0.2877685647294692	-1.0666474994628723	355.855	9.107	-3.925	10.465	51.466	0.0131804711947069	0.002425103577424	-0.028216505459872	0.3653117086706412	0.0013066092084883	0.005698269563063	0.0260842225751671	-0.0492956394323268	0.3191673205197555	0.0006956110903123	0.1574349068644697	0.2530040353162109	0.288257254770305	0.1985249841964545	0.0625616639103146	12.626302	-7.5089693	35.78975	43.83444	12.377433	-9.434395	39.04823	45.74508	8.554626	16.444403	14.473243	11.328317
2015-11-29 08:05:00	2015-11-29 08:15:00	11.957310097589046	11.870281263504497	0.7137365521377897	-1.2502067079108672	341.254	7.628	-6.63	9.083	54.277	-0.003189963059686	0.0015396263202481	-0.0070881656355232	0.1418042419825106	0.0024704503400053	-0.0023049630547325	0.0048766073531455	-0.0393401512287624	0.1237970640954535	0.0014170904947722	0.0478403158372424	0.0943917278891903	0.1288061695968049	0.0879992545473272	0.0215999564108119	7.3397684	-20.91414	36.63275	45.69601	7.1771255	-21.46146	39.56104	45.363583	3.8521397	12.083049	10.393919	3.7388165
2015-12-27 02:40:00	2015-12-27 02:50:00	11.92338596419542	10.61276321722108	-5.134642260759245	-1.780575815334572	321.97	6.967	-1.577	2.755	21.023	0.0024638507062464	0.0056088130913403	-0.0003578148635868	0.1234111210931183	-5.460376691878142e-06	0.0011567869270741	0.0076744278003139	0.0257801984907957	0.1182666715719981	0.0011928936722095	0.0554511379221165	0.0673530426932729	0.0935169590815085	0.0341179609496895	0.0219928379756386	2.2626626	-9.853232	19.012827	23.690609	2.20506	-10.670324	19.475302	23.786428	7.281158	6.548748	6.478733	6.350112
2016-02-12 20:05:00	2016-02-12 20:15:00	11.704766247986214	3.191824955791874	-9.52327312674823	-6.009909517249549	333.481	-1.348	0.018	13.843	85.273	0.0059439595258513	0.0021448569953268	0.0018731323791146	0.1429733453608468	0.0036029181591341	0.0033659817928859	0.0105023388092091	0.0138667447374175	0.1406966009598727	0.0033790060627133	0.0839978801175911	0.0861551073570662	0.0879276482656673	0.0425638335338909	0.010709752414162	2.3294756	-34.539314	43.732407	55.967834	2.1284838	-34.09542	43.200405	55.583687	3.3737087	4.632593	4.6188426	5.7176456
